timestamp,open,high,low,close,volume
2022-01-01 00:00:00+00:00,32.427,37.004,32.373,36.329,5570929.065378
2022-01-02 00:00:00+00:00,36.333,36.891,34.229,35.519,3132408.339943
2022-01-03 00:00:00+00:00,35.524,39.819,34.227,39.243,5775708.561978
2022-01-04 00:00:00+00:00,39.243,43.929,37.513,42.085,7524543.977729
2022-01-05 00:00:00+00:00,42.1,43.247,34.629,38.67,7371743.168977
2022-01-06 00:00:00+00:00,38.665,41.449,35.455,40.055,7607174.389108
2022-01-07 00:00:00+00:00,40.057,44.713,37.696,38.555,12444761.137384
2022-01-08 00:00:00+00:00,38.556,40.33,34.05,35.872,6861332.677822
2022-01-09 00:00:00+00:00,35.87,38.092,34.122,35.003,5491486.78197
2022-01-10 00:00:00+00:00,34.987,38.136,32.812,37.864,8188387.387679
2022-01-11 00:00:00+00:00,37.869,39.886,36.14,38.683,5776613.797343
2022-01-12 00:00:00+00:00,38.674,42.329,38.588,40.214,5607507.538888
2022-01-13 00:00:00+00:00,40.213,41.308,37.46,37.617,4646236.9465
2022-01-14 00:00:00+00:00,37.609,40.8,36.724,40.422,4323002.603132
2022-01-15 00:00:00+00:00,40.429,40.966,39.109,39.109,2574786.005806
2022-01-16 00:00:00+00:00,39.104,43.8,38.817,43.656,3762762.613701
2022-01-17 00:00:00+00:00,43.658,44.531,37.926,39.132,4532244.42047
2022-01-18 00:00:00+00:00,39.131,40.089,36.271,38.272,3974682.716665
2022-01-19 00:00:00+00:00,38.257,38.826,35.329,37.03,3473559.685352
2022-01-20 00:00:00+00:00,37.028,42.128,36.946,38.983,6185948.710394
2022-01-21 00:00:00+00:00,38.972,41.074,32.115,34.608,11213592.573603
2022-01-22 00:00:00+00:00,34.585,35.05,27.307,29.254,9233843.695744
2022-01-23 00:00:00+00:00,29.275,34.746,29.118,34.607,7719231.580399
2022-01-24 00:00:00+00:00,34.608,37.1,29.861,36.015,13448083.187112
2022-01-25 00:00:00+00:00,36.008,37.178,34.754,35.868,7208928.507322
2022-01-26 00:00:00+00:00,35.881,36.321,31.255,32.345,8321978.648098
2022-01-27 00:00:00+00:00,32.342,32.934,28.563,30.071,5989089.292212
2022-01-28 00:00:00+00:00,30.09,30.378,27.713,29.473,4394035.790244
2022-01-29 00:00:00+00:00,29.472,30.227,28.305,29.075,3022951.54927
2022-01-30 00:00:00+00:00,29.082,29.183,26.383,27.186,2761561.595138
2022-01-31 00:00:00+00:00,27.178,28.945,25.521,28.058,3514210.258696
2022-02-01 00:00:00+00:00,28.061,29.829,27.769,28.85,3292434.51932
2022-02-02 00:00:00+00:00,28.847,28.988,26.1,26.334,2497492.619466
2022-02-03 00:00:00+00:00,26.343,29.753,25.582,29.684,4285787.202773
2022-02-04 00:00:00+00:00,29.684,31.388,28.541,31.099,4509129.334351
2022-02-05 00:00:00+00:00,31.099,32.281,29.924,30.735,2714367.235319
2022-02-06 00:00:00+00:00,30.742,31.97,30.094,31.278,2449717.827836
2022-02-07 00:00:00+00:00,31.283,33.174,30.486,31.615,3833527.219498
2022-02-08 00:00:00+00:00,31.635,32.645,29.733,30.386,3811109.838239
2022-02-09 00:00:00+00:00,30.399,31.468,29.541,30.929,2270025.824797
2022-02-10 00:00:00+00:00,30.916,31.3,28.683,29.083,3162325.268598
2022-02-11 00:00:00+00:00,29.094,29.351,26.2,26.565,2230069.732722
2022-02-12 00:00:00+00:00,26.567,28.356,26.0,27.056,2342351.187595
2022-02-13 00:00:00+00:00,27.062,27.641,25.904,26.177,1313555.257327
2022-02-14 00:00:00+00:00,26.187,27.452,25.327,27.144,2259588.261206
2022-02-15 00:00:00+00:00,27.145,29.226,27.145,28.987,2277093.524834
2022-02-16 00:00:00+00:00,28.977,29.235,27.586,28.496,1579408.231082
2022-02-17 00:00:00+00:00,28.499,30.87,27.504,28.075,4583383.302762
2022-02-18 00:00:00+00:00,28.067,29.061,26.717,26.846,2932392.219334
2022-02-19 00:00:00+00:00,26.845,27.419,26.052,26.666,1150408.681209
2022-02-20 00:00:00+00:00,26.673,26.87,25.431,26.089,1982420.097495
2022-02-21 00:00:00+00:00,26.076,27.294,23.618,23.829,3833484.944654
2022-02-22 00:00:00+00:00,23.822,24.986,22.976,24.813,2939830.827404
2022-02-23 00:00:00+00:00,24.815,26.921,24.588,25.151,3036128.755427
2022-02-24 00:00:00+00:00,25.167,25.532,21.56,24.857,7332294.955938
2022-02-25 00:00:00+00:00,24.857,27.498,24.254,27.272,3246401.578401
2022-02-26 00:00:00+00:00,27.272,30.323,27.135,29.876,4149211.407388
2022-02-27 00:00:00+00:00,29.89,29.924,26.297,26.771,3756214.36368
2022-02-28 00:00:00+00:00,26.779,31.768,26.385,31.378,5102108.404215
2022-03-01 00:00:00+00:00,31.372,33.041,30.215,31.146,4553100.807914
2022-03-02 00:00:00+00:00,31.138,32.793,29.848,32.229,4602557.021236
2022-03-03 00:00:00+00:00,32.229,34.448,31.142,34.035,5577847.767519
2022-03-04 00:00:00+00:00,34.033,34.686,30.289,30.491,5065788.396155
2022-03-05 00:00:00+00:00,30.486,31.674,29.509,30.861,2727741.127683
2022-03-06 00:00:00+00:00,30.861,30.947,27.911,28.147,2508002.156682
2022-03-07 00:00:00+00:00,28.153,29.568,27.106,28.286,4080610.302756
2022-03-08 00:00:00+00:00,28.295,29.3,27.35,27.86,3388002.274731
2022-03-09 00:00:00+00:00,27.874,31.32,27.776,30.048,3436694.086739
2022-03-10 00:00:00+00:00,30.052,30.333,27.4,28.03,3215848.539473
2022-03-11 00:00:00+00:00,28.018,28.5,26.88,27.456,2296096.853649
2022-03-12 00:00:00+00:00,27.467,28.27,27.158,27.23,815548.78894
2022-03-13 00:00:00+00:00,27.231,27.536,25.975,26.241,1361508.693269
2022-03-14 00:00:00+00:00,26.235,27.168,25.77,26.832,1878660.318944
2022-03-15 00:00:00+00:00,26.828,27.765,26.18,26.899,2578995.870119
2022-03-16 00:00:00+00:00,26.895,29.098,26.531,28.947,3536183.694672
2022-03-17 00:00:00+00:00,28.947,29.008,28.09,28.163,1517336.15247
2022-03-18 00:00:00+00:00,28.166,28.806,27.19,28.614,1959757.90664
2022-03-19 00:00:00+00:00,28.614,29.416,28.351,28.646,1762799.287103
2022-03-20 00:00:00+00:00,28.636,28.836,27.487,27.836,1253915.696897
2022-03-21 00:00:00+00:00,27.837,28.388,27.555,27.926,1364527.330269
2022-03-22 00:00:00+00:00,27.923,28.954,27.645,28.026,2248100.346674
2022-03-23 00:00:00+00:00,28.027,28.381,27.203,28.242,1944171.022277
2022-03-24 00:00:00+00:00,28.243,29.57,27.943,29.267,2450558.002507
2022-03-25 00:00:00+00:00,29.259,30.006,27.654,28.119,2667532.463779
2022-03-26 00:00:00+00:00,28.114,28.97,27.985,28.793,1068213.844388
2022-03-27 00:00:00+00:00,28.793,29.968,28.108,29.953,1495646.143414
2022-03-28 00:00:00+00:00,29.948,31.486,29.161,29.368,3393191.642663
2022-03-29 00:00:00+00:00,29.36,31.719,29.312,30.22,4134933.37508
2022-03-30 00:00:00+00:00,30.229,31.324,29.278,30.043,3390882.88721
2022-03-31 00:00:00+00:00,30.046,31.317,28.395,28.91,4062448.566222
2022-04-01 00:00:00+00:00,28.895,29.666,27.711,29.404,2424047.05413
2022-04-02 00:00:00+00:00,29.404,33.0,29.233,31.298,5295871.692582
2022-04-03 00:00:00+00:00,31.304,33.282,30.508,31.95,5127589.581401
2022-04-04 00:00:00+00:00,31.95,32.541,30.06,30.848,3473190.770157
2022-04-05 00:00:00+00:00,30.857,31.227,29.158,29.308,3096898.909381
2022-04-06 00:00:00+00:00,29.31,29.44,26.69,26.904,3701588.881696
2022-04-07 00:00:00+00:00,26.894,27.907,26.266,27.657,2062780.576707
2022-04-08 00:00:00+00:00,27.652,28.955,26.63,26.894,3040323.758641
2022-04-09 00:00:00+00:00,26.878,27.424,26.604,27.26,1156508.285282
2022-04-10 00:00:00+00:00,27.261,27.416,26.397,26.508,1017098.169108
2022-04-11 00:00:00+00:00,26.502,26.607,23.31,23.853,3089497.326056
2022-04-12 00:00:00+00:00,23.85,25.473,23.671,24.638,2592507.80275
2022-04-13 00:00:00+00:00,24.639,25.211,24.099,24.679,1747681.842001
2022-04-14 00:00:00+00:00,24.686,25.148,23.739,23.974,2067798.707163
2022-04-15 00:00:00+00:00,23.969,24.376,23.77,24.113,964252.346057
2022-04-16 00:00:00+00:00,24.115,24.435,23.83,24.179,671887.894366
2022-04-17 00:00:00+00:00,24.186,24.481,23.085,23.21,1010117.812285
2022-04-18 00:00:00+00:00,23.213,24.136,22.447,24.072,2101048.175376
2022-04-19 00:00:00+00:00,24.072,24.718,23.761,24.661,1366650.368648
2022-04-20 00:00:00+00:00,24.664,25.085,24.009,24.275,1256775.645372
